"MaterialPlantKey","YearMonth","SalesQuantity","X.x","MaterialKey.x","PlantKey.x","SnapshotDate","GrossInventoryQuantity","OnShelfInventoryQuantity","InTransitQuantity","X.y","MaterialKey.y","PlantKey.y","VendorKey","StandardCost","Currency","ProductionTime","InboundTransportationTime","GoodReceiptProcessingTime","TotalInboundLeadTime","SafetyStockQty","line","SalesQuantityScaled","GrossInventoryQuantityScaled"
20008,"2022-01",277,10,2,8,"2021-12-31",749,663,86,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,949,-4.19270329997301,1.17657761036847
20008,"2022-02",1385,20,2,8,"2022-01-31",749,666,83,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,949,-0.848385084621851,1.17657761036847
20008,"2022-03",1867,30,2,8,"2022-02-28",741.51,622,119.51,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,941.51,0.606453705810694,1.10491374098831
20008,"2022-04",1632,40,2,8,"2022-03-31",608.0382,547,61.0382,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,808.0382,-0.102855662968659,-0.17213641136616
20008,"2022-05",1782,50,2,8,"2022-04-30",638.44011,567,71.44011,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,838.44011,0.349894997954332,0.118747234447913
20008,"2022-06",1886,60,2,8,"2022-05-31",734.2061265,655,79.2061265,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,934.2061265,0.663802122860939,1.03503071876224
20008,"2022-07",1683,70,2,8,"2022-06-30",734.2061265,663,71.2061265,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,934.2061265,0.0510795617451579,1.03503071876224
20008,"2022-08",1866,80,2,8,"2022-07-31",631.41726879,585,46.41726879,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,831.41726879,0.603435368071207,0.0515531122648619
20008,"2022-09",1592,90,2,8,"2022-08-31",675.6164776053,634,41.6164776053,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,875.6164776053,-0.223589172548123,0.474448483058736
20008,"2022-10",1664,100,2,8,"2022-09-30",776.958949246095,707,69.958949246095,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,976.958949246095,-0.00626885530508762,1.44408715466469
20008,"2022-11",1759,110,2,8,"2022-10-31",800.267717723478,752,48.2677177234779,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,1000.26771772348,0.28047322994614,1.66710404913406
20008,"2022-12",1846,120,2,8,"2022-11-30",720.24094595113,680,40.24094595113,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,920.24094595113,0.543068613281475,0.901412711455891
20008,"2023-01",1622,130,2,8,"2022-12-31",691.431308113085,591,100.431308113085,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,891.431308113085,-0.133039040363525,0.625763829891752
20008,"2023-02",1457,140,2,8,"2023-01-31",636.116803464038,588,48.1168034640381,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,836.116803464038,-0.631064767378815,0.0965179772885995
20008,"2023-03",1521,150,2,8,"2023-02-28",578.866291152275,549,29.8662911522747,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,778.866291152275,-0.437891152051672,-0.451251480155656
20008,"2023-04",1511,160,2,8,"2023-03-31",636.752920267502,555,81.7529202675022,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,836.752920267502,-0.468074529446539,0.102604304593535
20008,"2023-05",1875,170,2,8,"2023-04-30",573.077628240752,512,61.077628240752,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,773.077628240752,0.630600407726587,-0.506637058630578
20008,"2023-06",2035,180,2,8,"2023-05-31",544.423746828714,508,36.4237468287145,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,744.423746828714,1.11353444604444,-0.780795672081434
20008,"2023-07",1664,190,2,8,"2023-06-30",511.758322018992,469,42.7583220189916,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,711.758322018992,-0.00626885530508762,-1.0933364914154
20008,"2023-08",2102,200,2,8,"2023-07-31",501.523155578612,403,98.5231555786117,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,701.523155578612,1.31576307459005,-1.19126594814004
20008,"2023-09",1524,210,2,8,"2023-08-31",571.736397359617,525,46.7363973596174,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,771.736397359617,-0.428836138833213,-0.519469875008989
20008,"2023-10",1786,220,2,8,"2023-09-30",520.280121597252,501,19.2801215972519,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,720.280121597252,0.361968348912278,-1.01180042574646
20008,"2023-11",1709,230,2,8,"2023-10-31",442.238103357664,385,57.2381033576641,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,642.238103357664,0.12955634297181,-1.75850176103164
20008,"2023-12",1664,240,2,8,"2023-11-30",482.039532659854,451,31.0395326598539,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,682.039532659854,-0.00626885530508762,-1.3776840800362
20008,"2024-01",1733,250,2,8,"2023-12-31",549.525067232233,489,60.5250672322334,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,749.525067232233,0.201996448719488,-0.731986545370601
20008,"2024-02",1876,260,2,8,"2024-01-31",478.086808492043,414,64.086808492043,10,2,8,1002,41258.43,"SEK",20,2,2,24,200,678.086808492043,0.633618745466073,-1.41550350706661
