"MaterialPlantKey","YearMonth","SalesQuantity","X.x","MaterialKey.x","PlantKey.x","SnapshotDate","GrossInventoryQuantity","OnShelfInventoryQuantity","InTransitQuantity","X.y","MaterialKey.y","PlantKey.y","VendorKey","StandardCost","Currency","ProductionTime","InboundTransportationTime","GoodReceiptProcessingTime","TotalInboundLeadTime","SafetyStockQty","line","SalesQuantityScaled","GrossInventoryQuantityScaled"
20007,"2022-01",18,9,2,7,"2021-12-31",25,22,3,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,40,-1.22934181290552,1.35445803797841
20007,"2022-02",34,19,2,7,"2022-01-31",24,21,3,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,39,-0.778763668263495,1.11573216711976
20007,"2022-03",176,29,2,7,"2022-02-28",20.88,19,1.88,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,35.88,3.22011736543445,0.370907450040766
20007,"2022-04",68,39,2,7,"2022-03-31",22.1328,20,2.1328,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,37.1328,0.178714889100802,0.669983221052485
20007,"2022-05",69,49,2,7,"2022-04-30",21.02616,19,2.02616,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,36.02616,0.206876023140928,0.405799623325467
20007,"2022-06",53,59,2,7,"2022-05-31",22.9185144,20,2.9185144,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,37.9185144,-0.243702121501094,0.857553575438669
20007,"2022-07",19,69,2,7,"2022-06-30",26.127106416,23,3.127106416,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,41.127106416,-1.20118067886539,1.62352749868839
20007,"2022-08",71,79,2,7,"2022-07-31",25.08202215936,23,2.08202215936,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,40.08202215936,0.263198291221181,1.37403884940134
20007,"2022-09",108,89,2,7,"2022-08-31",22.3229997218304,19,3.3229997218304,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,37.3229997218304,1.30516025070586,0.715388815283521
20007,"2022-10",53,99,2,7,"2022-09-30",19.6442397552108,18,1.64423975521075,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,34.6442397552108,-0.243702121501094,0.0758995094309644
20007,"2022-11",34,109,2,7,"2022-10-31",19.2513549601065,17,2.25135496010654,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,34.2513549601065,-0.778763668263495,-0.0178922554274329
20007,"2022-12",44,119,2,7,"2022-11-30",22.1390582041225,20,2.13905820412252,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,37.1390582041225,-0.497152327862231,0.67147721628164
20007,"2023-01",54,129,2,7,"2022-12-31",17.711246563298,16,1.71124656329801,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,32.711246563298,-0.215540987460967,-0.385555973672264
20007,"2023-02",18,139,2,7,"2023-01-31",17.711246563298,16,1.71124656329801,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,32.711246563298,-1.22934181290552,-0.385555973672264
20007,"2023-03",95,149,2,7,"2023-02-28",20.3679335477927,18,2.36793354779271,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,35.3679335477927,0.939065508184215,0.248663940300078
20007,"2023-04",96,159,2,7,"2023-03-31",19.7568955413589,18,1.75689554135893,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,34.7568955413589,0.967226642224341,0.102793360086435
20007,"2023-05",73,169,2,7,"2023-04-30",19.7568955413589,19,0.756895541358933,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,34.7568955413589,0.319520559301434,0.102793360086435
20007,"2023-06",84,179,2,7,"2023-05-31",17.1884991209823,16,1.18849912098227,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,32.1884991209823,0.629293033742824,-0.510349312078213
20007,"2023-07",71,189,2,7,"2023-06-30",19.5948889979198,17,2.59488899791979,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,34.5948889979198,0.263198291221181,0.064118206919136
20007,"2023-08",36,199,2,7,"2023-07-31",18.6151445480238,16,2.6151445480238,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,33.6151445480238,-0.722441400183242,-0.169772140101217
20007,"2023-09",36,209,2,7,"2023-08-31",18.9874474389843,17,1.98744743898428,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,33.9874474389843,-0.722441400183242,-0.080893808233478
20007,"2023-10",37,219,2,7,"2023-09-30",15.5697068999671,15,0.569706899967107,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,30.5697068999671,-0.694280266143116,-0.896796894779277
20007,"2023-11",68,229,2,7,"2023-10-31",12.6114625889734,11,1.61146258897336,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,27.6114625889734,0.178714889100802,-1.6030063441339
20007,"2023-12",23,239,2,7,"2023-11-30",11.6025455818555,11,0.602545581855487,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,26.6025455818555,-1.08853614270489,-1.84386093528223
20007,"2024-01",59,249,2,7,"2023-12-31",11.8345964934926,11,0.834596493492597,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,26.8345964934926,-0.0747353172603354,-1.78846437931812
20007,"2024-02",106,259,2,7,"2024-01-31",10.6511368441433,10,0.651136844143338,9,2,7,1001,3339.22,"GBP",20,1,2,23,15,25.6511368441433,1.2488379826256,-2.0709868147351
