"MaterialPlantKey","YearMonth","SalesQuantity","X.x","MaterialKey.x","PlantKey.x","SnapshotDate","GrossInventoryQuantity","OnShelfInventoryQuantity","InTransitQuantity","X.y","MaterialKey.y","PlantKey.y","VendorKey","StandardCost","Currency","ProductionTime","InboundTransportationTime","GoodReceiptProcessingTime","TotalInboundLeadTime","SafetyStockQty","line","SalesQuantityScaled","GrossInventoryQuantityScaled"
10006,"2022-01",1786,3,1,6,"2021-12-31",1543,1430,113,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,2143,-4.48175900769421,2.06736774047184
10006,"2022-02",6887,13,1,6,"2022-01-31",1326.98,1260,66.98,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,1926.98,-1.07981553056497,1.52201447503285
10006,"2022-03",9138,23,1,6,"2022-02-28",1446.4082,1310,136.4082,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,2046.4082,0.421414574712019,1.82351692321127
10006,"2022-04",8294,33,1,6,"2022-03-31",1243.911052,1110,133.911052,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,1843.911052,-0.141463350145279,1.31230277218876
10006,"2022-05",9585,43,1,6,"2022-04-30",1219.03283096,1105,114.03283096,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,1819.03283096,0.719526461455161,1.24949646220599
10006,"2022-06",9289,53,1,6,"2022-05-31",1182.4618460312,1062,120.4618460312,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,1782.4618460312,0.522119037571559,1.15717118653132
10006,"2022-07",8366,63,1,6,"2022-06-30",945.96947682496,871,74.9694768249599,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,1545.96947682496,-0.0934453281195378,0.560134403835154
10006,"2022-08",9430,73,1,6,"2022-07-31",1002.72764543446,928,74.7276454344575,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,1602.72764543446,0.616154330705302,0.703423231682241
10006,"2022-09",8762,83,1,6,"2022-08-31",802.182116347566,712,90.182116347566,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,1402.18211634757,0.170653793022038,0.197136039955882
10006,"2022-10",8107,93,1,6,"2022-09-30",802.182116347566,708,94.182116347566,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,1402.18211634757,-0.26617682401769,0.197136039955882
10006,"2022-11",8803,103,1,6,"2022-10-31",689.876620058907,641,48.8766200589067,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,1289.87662005891,0.197997388897807,-0.0863847874108749
10006,"2022-12",8248,113,1,6,"2022-11-30",731.269217262441,644,87.2692172624411,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,1331.26921726244,-0.172141530883947,0.0181128889614432
10006,"2023-01",9071,123,1,6,"2022-12-31",680.08037205407,592,88.0803720540703,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,1280.08037205407,0.376731137549177,-0.111115904152325
10006,"2023-02",8623,133,1,6,"2023-01-31",550.865101363797,481,69.865101363797,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,1150.8651013638,0.0779523338334545,-0.437326300483793
10006,"2023-03",9717,143,1,6,"2023-02-28",517.813195281969,473,44.8131952819691,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,1117.81319528197,0.807559501835686,-0.520767486071737
10006,"2023-04",8585,153,1,6,"2023-03-31",538.525723093248,485,53.5257230932478,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,1138.52572309325,0.0526094888754245,-0.468477676436625
10006,"2023-05",9400,163,1,6,"2023-04-30",495.443665245788,453,42.443665245788,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,1095.44366524579,0.59614682152791,-0.577240480477658
10006,"2023-06",8570,173,1,6,"2023-05-31",406.263805501546,352,54.2638055015461,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,1006.26380550155,0.0426057342867285,-0.802379484842595
10006,"2023-07",8315,183,1,6,"2023-06-30",434.702271886654,393,41.7022718866544,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,1034.70227188665,-0.127458093721104,-0.73058515789511
10006,"2023-08",9180,193,1,6,"2023-07-31",421.661203730055,373,48.6612037300548,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,1021.66120373005,0.449425087560368,-0.763507984966741
10006,"2023-09",8382,203,1,6,"2023-08-31",396.361531506251,368,28.3615315062515,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,996.361531506251,-0.082774656558262,-0.82737826948571
10006,"2023-10",9211,213,1,6,"2023-09-30",372.579839615876,324,48.5798396158764,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,972.579839615876,0.47009951371034,-0.887416336933539
10006,"2023-11",8775,223,1,6,"2023-10-31",324.144460465812,299,25.1444604658125,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,924.144460465812,0.179323713665574,-1.00969386763562
10006,"2023-12",8650,233,1,6,"2023-11-30",259.31556837265,227,32.31556837265,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,859.31556837265,0.0959590920931074,-1.1733576394984
10006,"2024-01",9615,243,1,6,"2023-12-31",259.31556837265,228,31.31556837265,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,859.31556837265,0.739533970632553,-1.1733576394984
10006,"2024-02",8370,253,1,6,"2024-01-31",233.384011535385,220,13.384011535385,3,1,6,1003,2720.05,"EUR",20,1,2,23,600,833.384011535385,-0.0907776602292189,-1.23882314824351
