"MaterialPlantKey","YearMonth","SalesQuantity","X.x","MaterialKey.x","PlantKey.x","SnapshotDate","GrossInventoryQuantity","OnShelfInventoryQuantity","InTransitQuantity","X.y","MaterialKey.y","PlantKey.y","VendorKey","StandardCost","Currency","ProductionTime","InboundTransportationTime","GoodReceiptProcessingTime","TotalInboundLeadTime","SafetyStockQty","line","SalesQuantityScaled","GrossInventoryQuantityScaled"
20004,"2022-01",1023,6,2,4,"2021-12-31",614,566,48,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,914,-4.41285758519095,2.0422075978666
20004,"2022-02",3756,16,2,4,"2022-01-31",656.98,575,81.98,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,956.98,-0.393620312692667,2.30758375339537
20004,"2022-03",4299,26,2,4,"2022-02-28",551.8632,497,54.8632,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,851.8632,0.404932866585257,1.65854949873073
20004,"2022-04",4346,36,2,4,"2022-03-31",474.602352,411,63.602352,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,774.602352,0.474052570868982,1.18150932155222
20004,"2022-05",4130,46,2,4,"2022-04-30",479.34837552,436,43.34837552,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,779.34837552,0.156396057565056,1.21081321815033
20004,"2022-06",4617,56,2,4,"2022-05-31",412.2396029472,374,38.2396029472,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,712.2396029472,0.872593844504925,0.796456120253074
20004,"2022-07",3816,66,2,4,"2022-06-30",383.382830740896,344,39.3828307408959,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,683.382830740896,-0.305382392330466,0.618282568157254
20004,"2022-08",4204,76,2,4,"2022-07-31",322.041577822353,287,35.0415778223526,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,622.041577822353,0.265222826011771,0.239536503130715
20004,"2022-09",4040,86,2,4,"2022-08-31",309.159914709458,273,36.1599147094585,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,609.159914709458,0.0240391770217536,0.159999829475136
20004,"2022-10",3737,96,2,4,"2022-09-30",315.343113003648,270,45.3431130036477,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,615.343113003648,-0.421562320807364,0.198177432829816
20004,"2022-11",3757,106,2,4,"2022-10-31",261.734783793028,242,19.7347837930275,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,561.734783793028,-0.392149680686631,-0.132822388255219
20004,"2022-12",4494,116,2,4,"2022-11-30",264.352131630958,247,17.3521316309578,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,564.352131630958,0.691706107762412,-0.116661808755186
20004,"2023-01",4268,126,2,4,"2022-12-31",216.768747937385,187,29.7687479373854,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,516.768747937385,0.35934327439812,-0.410461144065809
20004,"2023-02",3946,136,2,4,"2023-01-31",229.774872813629,200,29.7748728136285,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,529.774872813629,-0.114200231545696,-0.330155992414235
20004,"2023-03",4176,146,2,4,"2023-02-28",257.347857551264,236,21.3478575512639,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,557.347857551264,0.224045129842744,-0.15990907091291
20004,"2023-04",3967,156,2,4,"2023-03-31",229.039593220625,202,27.0395932206249,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,529.039593220625,-0.083316959418925,-0.334695910320939
20004,"2023-05",4788,166,2,4,"2023-04-30",199.264446101944,182,17.2644461019437,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,499.264446101944,1.1240719175372,-0.518539885952837
20004,"2023-06",4471,176,2,4,"2023-05-31",169.374779186652,154,15.3747791866521,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,469.374779186652,0.657881571623568,-0.703090953798709
20004,"2023-07",4144,186,2,4,"2023-06-30",171.068526978519,164,7.06852697851863,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,471.068526978519,0.17698490564957,-0.692633059954107
20004,"2023-08",4525,196,2,4,"2023-07-31",140.276192122385,122,18.2761921223853,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,440.276192122385,0.73729569994955,-0.882757570048924
20004,"2023-09",3693,206,2,4,"2023-08-31",119.234763304027,114,5.2347633040275,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,419.234763304027,-0.486270129072979,-1.01267598528038
20004,"2023-10",4199,216,2,4,"2023-09-30",115.657720404907,105,10.6577204049067,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,415.657720404907,0.257869665981588,-1.03476211586972
20004,"2023-11",4026,226,2,4,"2023-10-31",108.718257180612,103,5.71825718061227,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,408.718257180612,0.00345032893723988,-1.07760920921306
20004,"2023-12",4300,236,2,4,"2023-11-30",119.590082898674,106,13.5900828986735,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,419.590082898674,0.406403498591294,-1.0104820963085
20004,"2024-01",4191,246,2,4,"2023-12-31",135.136793675501,116,19.1367936755011,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,435.136793675501,0.246104609933294,-0.914490324854987
20004,"2024-02",3702,256,2,4,"2024-01-31",108.109434940401,94,14.1094349404008,6,2,4,1001,3520.24,"EUR",20,1,2,23,300,408.109434940401,-0.473034441018649,-1.08136832753571
